year_edition,name,rider_url,team,team_url,bib_number,nationality,birthdate,place_of_birth,height,weight,current_pcs_rank,current_uci_world_rank,speciality_one_day_races,speciality_gc,speciality_time_trial,speciality_sprint,speciality_climber,speciality_hills
2014,SCHLECK Andy,andy-schleck,Trek Factory Racing  (WT),team/trek-factory-racing-2014,166,LU,1985-6-10,Luxembourg,1.86,68.0,,,1486,2639,397,46,2366,446
2014,VAN POPPEL Danny,danny-van-poppel,Trek Factory Racing  (WT),team/trek-factory-racing-2014,167,NL,1993-7-26,Moergestel,1.84,82.0,,,3341,785,435,4790,198,1762
2014,VOIGT Jens,jens-voigt,Trek Factory Racing  (WT),team/trek-factory-racing-2014,168,DE,1971-9-17,Grevesmühlen,1.9,76.0,,,1600,6069,5462,226,1015,749
2014,ZUBELDIA Haimar,haimar-zubeldia,Trek Factory Racing  (WT),team/trek-factory-racing-2014,169,ES,1977-4-1,Usurbil,1.79,68.0,,,1008,5327,1801,0,2781,622
2014,NAVARRO Daniel,daniel-navarro,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2014,171,ES,1983-7-18,Salamanca,1.74,60.0,,,291,2602,254,0,2052,379
2014,EDET Nicolas,nicolas-edet,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2014,172,FR,1987-12-2,La Ferté-Bernard,1.76,60.0,,,475,1575,78,0,1012,448
2014,GARCÍA Egoitz,egoitz-garcia,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2014,173,ES,1986-3-31,Atxondo,1.8,70.0,,,291,339,41,26,60,188
2014,LEMOINE Cyril,cyril-lemoine,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2014,174,FR,1983-3-3,Tours,1.82,73.0,,,739,853,962,195,27,170
2014,MATÉ Luis Ángel,luis-angel-mate,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2014,175,ES,1984-3-23,Marbella,1.78,68.0,,,526,1154,60,3,725,434
2014,MOLARD Rudy,rudy-molard,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2014,176,FR,1989-9-17, Gleizé,1.78,62.0,,,1475,1661,161,56,1695,1042
2014,PETIT Adrien,adrien-petit,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2014,177,FR,1990-9-26,Arras,1.88,80.0,,,1853,385,365,665,8,141
2014,SIMON Julien,julien-simon,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2014,178,FR,1985-10-4,Rennes,1.76,65.0,,,3411,1255,209,238,928,2078
2014,TAARAMÄE Rein,rein-taaramae,"Cofidis, Solutions Crédits (PCT)",team/cofidis-solutions-credits-2014,179,EE,1987-4-24,Tartu,1.86,73.0,,,737,3007,1574,33,1852,678
2014,GERRANS Simon,simon-gerrans,Orica GreenEDGE (WT),team/orica-greenedge-2014,181,AU,1980-5-16,Melbourne,1.69,62.0,,,4415,2136,383,60,1252,2100
2014,ALBASINI Michael,michael-albasini,Orica GreenEDGE (WT),team/orica-greenedge-2014,182,CH,1980-12-20,Mendrisio,1.72,65.0,,,2986,2065,423,188,1428,2018
2014,CLARKE Simon,simon-clarke,Orica GreenEDGE (WT),team/orica-greenedge-2014,183,AU,1986-7-18, Melbourne,1.75,63.0,,,2436,1580,139,266,1374,1707
2014,DURBRIDGE Luke,luke-durbridge,Orica GreenEDGE (WT),team/orica-greenedge-2014,184,AU,1991-4-9,Greenmount,1.87,78.0,,,878,1306,2371,154,62,364
2014,HAYMAN Mathew,mathew-hayman,Orica GreenEDGE (WT),team/orica-greenedge-2014,185,AU,1978-4-20,Camperdown,1.9,78.0,,,2299,893,152,220,49,112
2014,KEUKELEIRE Jens,jens-keukeleire,Orica GreenEDGE (WT),team/orica-greenedge-2014,186,BE,1988-11-23,Brugge,1.85,69.0,,,2027,1149,163,349,208,1055
2014,MEIER Christian,christian-meier,Orica GreenEDGE (WT),team/orica-greenedge-2014,187,CA,1985-2-21,Sussex,1.72,61.0,,,216,389,203,0,84,91
2014,TUFT Svein,svein-tuft,Orica GreenEDGE (WT),team/orica-greenedge-2014,188,CA,1977-5-9,Langley,1.75,77.0,,,400,1015,2902,0,32,11
2014,YATES Simon,simon-yates,Orica GreenEDGE (WT),team/orica-greenedge-2014,189,GB,1992-8-7,Bury,1.72,58.0,30.0,21.0,1188,5805,1215,36,6211,1839
2014,FRANK Mathias,mathias-frank,IAM Cycling (PCT),team/iam-cycling-2014,191,CH,1986-12-9,Roggliswil,1.76,64.0,,,705,2877,600,5,1998,630
2014,CHAVANEL Sylvain,sylvain-chavanel,IAM Cycling (PCT),team/iam-cycling-2014,192,FR,1979-6-30,Châtellerault,1.81,73.0,,,3106,5574,5723,342,1368,1664
2014,ELMIGER Martin,martin-elmiger,IAM Cycling (PCT),team/iam-cycling-2014,193,CH,1978-9-23,Cham,1.82,73.0,,,2968,1838,1415,146,411,805
2014,HAUSSLER Heinrich,heinrich-haussler,IAM Cycling (PCT),team/iam-cycling-2014,194,AU,1984-2-25,Inverell,1.81,74.0,,,3054,840,276,912,170,1084
2014,HOLLENSTEIN Reto,reto-hollenstein,IAM Cycling (PCT),team/iam-cycling-2014,195,CH,1985-8-22,Frauenfeld,1.97,80.0,,,381,756,653,4,73,166
2014,KLUGE Roger,roger-kluge,IAM Cycling (PCT),team/iam-cycling-2014,196,DE,1986-2-5,Eisenhüttenstadt,1.92,83.0,,,472,515,490,259,68,174
2014,PINEAU Jérôme,jerome-pineau,IAM Cycling (PCT),team/iam-cycling-2014,197,FR,1980-1-2,Mont-Saint-Aignan,1.76,65.0,,,2235,1156,258,201,310,806
2014,REICHENBACH Sébastien,sebastien-reichenbach,IAM Cycling (PCT),team/iam-cycling-2014,198,CH,1989-5-28,Martigny,1.78,64.0,,,768,2042,123,0,1826,372
2014,WYSS Marcel,marcel-wyss,IAM Cycling (PCT),team/iam-cycling-2014,199,CH,1986-6-25,Langnau im Emmental,1.77,63.0,,,214,913,428,0,352,38
2014,KÖNIG Leopold,leopold-konig,Team NetApp - Endura (PCT),team/team-netapp-endura-2014,201,CZ,1987-11-15,Moravská Třebová,1.78,62.0,,,256,1417,661,8,1297,166
2014,BÁRTA Jan,jan-barta,Team NetApp - Endura (PCT),team/team-netapp-endura-2014,202,CZ,1984-12-7,Kyjov,1.84,75.0,,,374,1491,2605,60,288,167
2014,DE LA CRUZ David,david-de-la-cruz,Team NetApp - Endura (PCT),team/team-netapp-endura-2014,203,ES,1989-5-6,Sabadell,1.82,66.0,,,194,2737,1060,18,2482,771
2014,DEMPSTER Zak,zakkari-dempster,Team NetApp - Endura (PCT),team/team-netapp-endura-2014,204,AU,1987-9-27,Castlemaine,1.9,77.0,,,554,183,99,260,12,68
2014,HUZARSKI Bartosz,bartosz-huzarski,Team NetApp - Endura (PCT),team/team-netapp-endura-2014,205,PL,1980-10-27,Świdnica,1.83,69.0,,,224,1061,571,6,386,100
2014,MACHADO Tiago,tiago-machado,Team NetApp - Endura (PCT),team/team-netapp-endura-2014,206,PT,1985-10-18,Vila Nova de Famalicão,1.78,63.0,,,393,3123,1711,20,804,256
2014,MENDES José,jose-mendes,Team NetApp - Endura (PCT),team/team-netapp-endura-2014,207,PT,1985-4-24,Guimarães,1.81,64.0,,,179,704,297,14,342,80
2014,SCHILLINGER Andreas,andreas-schillinger,Team NetApp - Endura (PCT),team/team-netapp-endura-2014,208,DE,1983-7-13,Kümmersbruck,1.88,72.0,,,524,307,37,7,52,35
2014,VOß Paul,paul-voss,Team NetApp - Endura (PCT),team/team-netapp-endura-2014,209,DE,1986-3-26,Rostock,1.78,66.0,,,524,513,217,30,148,330
2014,FEILLU Brice,brice-feillu,Bretagne - Séché Environnement (PCT),team/bretagne-seche-environnement-2014,211,FR,1985-7-26,Châteaudun,1.9,69.0,,,173,999,172,4,636,148
2014,BIDEAU Jean-Marc,jean-marc-bideau,Bretagne - Séché Environnement (PCT),team/bretagne-seche-environnement-2014,212,FR,1984-4-8,Quimperlé,1.92,73.0,,,315,93,0,0,24,0
2014,DELAPLACE Anthony,anthony-delaplace,Bretagne - Séché Environnement (PCT),team/bretagne-seche-environnement-2014,213,FR,1989-9-11,Valognes,1.81,65.0,,,1247,950,591,50,216,400
2014,FEILLU Romain,romain-feillu,Bretagne - Séché Environnement (PCT),team/bretagne-seche-environnement-2014,214,FR,1984-4-16,Châteaudun,1.74,62.0,,,3094,504,252,677,79,437
2014,FONSECA Armindo,armindo-fonseca,Bretagne - Séché Environnement (PCT),team/bretagne-seche-environnement-2014,215,FR,1989-5-1,Rennes,1.68,56.0,,,866,269,12,105,34,168
2014,GÉRARD Arnaud,arnaud-gerard,Bretagne - Séché Environnement (PCT),team/bretagne-seche-environnement-2014,216,FR,1984-10-6,Dinan,1.84,70.0,,,779,503,468,0,66,60
2014,GUILLOU Florian,florian-guillou,Bretagne - Séché Environnement (PCT),team/bretagne-seche-environnement-2014,217,FR,1982-12-29,Concarneau,1.95,71.0,,,139,336,1,0,77,0
2014,JARRIER Benoît,benoit-jarrier,Bretagne - Séché Environnement (PCT),team/bretagne-seche-environnement-2014,218,FR,1989-2-1,Le Mans,1.79,69.0,,,422,136,148,66,7,54
2014,VACHON Florian,florian-vachon,Bretagne - Séché Environnement (PCT),team/bretagne-seche-environnement-2014,219,FR,1985-1-2,Montluçon,1.79,65.0,,,1110,685,55,66,86,108
2015,NIBALI Vincenzo,vincenzo-nibali,Astana Pro Team (WT),team/astana-pro-team-2015,1,IT,1984-11-14,Messina,1.81,65.0,,,4805,9872,3781,274,9273,2889
2015,BOOM Lars,lars-boom,Astana Pro Team (WT),team/astana-pro-team-2015,2,NL,1985-12-30,Vlijmen,1.91,75.0,,,1484,2101,2981,485,145,585
2015,FUGLSANG Jakob,jakob-fuglsang,Astana Pro Team (WT),team/astana-pro-team-2015,3,DK,1985-3-22,Geneva,1.82,67.0,,,3654,6658,1693,191,5816,2402
2015,GRIVKO Andrey,andrei-grivko,Astana Pro Team (WT),team/astana-pro-team-2015,4,UA,1983-8-7,Zouïa,1.81,70.0,,,1378,2113,2146,84,430,662
2015,GRUZDEV Dmitriy,dmitriy-gruzdev,Astana Pro Team (WT),team/astana-pro-team-2015,5,KZ,1986-3-13,Astana,1.86,78.0,,,598,774,913,10,14,22
2015,KANGERT Tanel,tanel-kangert,Astana Pro Team (WT),team/astana-pro-team-2015,6,EE,1987-3-11,Vändra,1.78,65.0,,,792,2357,1490,10,1679,609
2015,SCARPONI Michele,michele-scarponi,Astana Pro Team (WT),team/astana-pro-team-2015,7,IT,1979-9-25,Jesi,1.74,62.0,,,1579,4968,1302,64,4568,1392
2015,TAARAMÄE Rein,rein-taaramae,Astana Pro Team (WT),team/astana-pro-team-2015,8,EE,1987-4-24,Tartu,1.86,73.0,,,737,3007,1574,33,1852,678
2015,WESTRA Lieuwe,lieuwe-westra,Astana Pro Team (WT),team/astana-pro-team-2015,9,NL,1982-9-11,Mûnein,1.85,74.0,,,384,1597,2720,45,352,431
2015,PERAUD Jean-Christophe,jean-christophe-peraud,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2015,11,FR,1977-5-22,Toulouse,1.72,62.0,,,159,3073,1651,0,1654,549
2015,BARDET Romain,romain-bardet,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2015,12,FR,1990-11-9, Brioude,1.85,65.0,,93.0,3401,6495,401,366,8511,2067
2015,BAKELANTS Jan,jan-bakelants,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2015,13,BE,1986-2-14, Oudenaarde,1.77,67.0,,,1991,2656,314,100,1758,1818
2015,CHEREL Mikaël,mikael-cherel,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2015,14,FR,1986-3-17,Saint-Hilaire-du-Harcouët,1.83,65.0,,,654,1318,0,24,597,486
2015,GASTAUER Ben,ben-gastauer,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2015,15,LU,1987-11-14,Dudelange,1.9,73.0,,,282,763,142,5,223,54
2015,GAUDIN Damien,damien-gaudin,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2015,16,FR,1986-8-20,Beaupréau,1.9,85.0,,,746,667,1036,286,12,39
2015,RIBLON Christophe,christophe-riblon,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2015,17,FR,1981-1-17,Tremblay-en-France,1.8,65.0,,,394,1376,669,354,753,486
2015,VANSUMMEREN Johan,johan-vansummeren,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2015,18,BE,1981-2-4,Lommel,1.97,79.0,,,1143,1069,398,206,123,112
2015,VUILLERMOZ Alexis,alexis-vuillermoz,AG2R La Mondiale (WT),team/ag2r-la-mondiale-2015,19,FR,1988-6-1,Saint-Claude,1.73,60.0,,,1544,1578,98,41,1616,884
2015,PINOT Thibaut,thibaut-pinot,FDJ (WT),team/fdj-2015,21,FR,1990-5-29,Lure,1.8,63.0,,,1919,6908,1547,4,7740,1538
2015,BONNET William,william-bonnet,FDJ (WT),team/fdj-2015,22,FR,1982-6-25,Saint-Doulchard,1.85,80.0,,,1018,469,448,341,42,350
2015,CHAVANEL Sébastien,sebastien-chavanel,FDJ (WT),team/fdj-2015,23,FR,1981-3-21,Châtellerault,1.83,77.0,,,722,421,0,347,12,192
2015,DÉMARE Arnaud,arnaud-demare,FDJ (WT),team/fdj-2015,24,FR,1991-8-26,Beauvais,1.81,76.0,,,6782,1536,483,8072,206,2572
2015,GENIEZ Alexandre,alexandre-geniez,FDJ (WT),team/fdj-2015,25,FR,1988-4-16,Rodez,1.84,68.0,,,538,1740,767,2,1168,473
2015,LADAGNOUS Matthieu,matthieu-ladagnous,FDJ (WT),team/fdj-2015,26,FR,1984-12-12,Pau,1.82,73.0,,,1441,1455,232,167,160,343
2015,MORABITO Steve,steve-morabito,FDJ (WT),team/fdj-2015,27,CH,1983-1-30,Monthey,1.86,74.0,,,365,1525,604,4,563,292
2015,ROY Jérémy,jeremy-roy,FDJ (WT),team/fdj-2015,28,FR,1983-6-22,Tours,1.86,70.0,,,533,1233,1404,131,360,284
2015,VAUGRENARD Benoît,benoit-vaugrenard,FDJ (WT),team/fdj-2015,29,FR,1982-1-5,Vannes,1.85,72.0,,,1260,771,672,10,249,106
2015,FROOME Chris,christopher-froome,Team Sky (WT),team/team-sky-2015,31,GB,1985-5-20,Nairobi,1.86,68.0,,,385,8296,4389,188,6508,2328
2015,KENNAUGH Peter,peter-kennaugh,Team Sky (WT),team/team-sky-2015,32,GB,1989-6-15,Douglas,1.73,66.0,,,580,879,101,80,329,232
2015,KÖNIG Leopold,leopold-konig,Team Sky (WT),team/team-sky-2015,33,CZ,1987-11-15,Moravská Třebová,1.78,62.0,,,256,1417,661,8,1297,166
2015,POELS Wout,wout-poels,Team Sky (WT),team/team-sky-2015,34,NL,1987-10-1,Venray,1.86,66.0,,,1038,5143,916,32,4986,1763
2015,PORTE Richie,richie-porte,Team Sky (WT),team/team-sky-2015,35,AU,1985-1-30,Launceston,1.72,62.0,,,334,7697,4287,38,4406,2044
2015,ROCHE Nicolas,nicolas-roche,Team Sky (WT),team/team-sky-2015,36,IE,1984-7-3,Conflans-Sainte-Honorine,1.78,70.0,,,1352,3473,672,192,3660,2294
2015,ROWE Luke,luke-rowe,Team Sky (WT),team/team-sky-2015,37,GB,1990-3-10,Cardiff,1.85,72.0,,,1185,466,142,170,49,413
2015,STANNARD Ian,ian-stannard,Team Sky (WT),team/team-sky-2015,38,GB,1987-5-25,Chelmsford,1.9,83.0,,,1120,651,445,238,9,206
2015,THOMAS Geraint,geraint-thomas,Team Sky (WT),team/team-sky-2015,39,GB,1986-5-25,Cardiff,1.83,71.0,,,1277,6411,5423,306,4205,2692
2015,CONTADOR Alberto,alberto-contador,Tinkoff - Saxo (WT),team/tinkoff-saxo-2015,41,ES,1982-12-6,Pinto,1.76,61.0,,,770,11393,6093,102,8230,2379
2015,BASSO Ivan,ivan-basso,Tinkoff - Saxo (WT),team/tinkoff-saxo-2015,42,IT,1977-11-26,Gallarate,1.82,70.0,,,3133,5190,1977,25,4914,798
2015,BENNATI Daniele,daniele-bennati,Tinkoff - Saxo (WT),team/tinkoff-saxo-2015,43,IT,1980-9-24,Arezzo,1.83,71.0,,,3137,1090,1106,1841,512,2612
2015,KREUZIGER Roman,roman-kreuziger,Tinkoff - Saxo (WT),team/tinkoff-saxo-2015,44,CZ,1986-5-6,Moravská Třebová,1.83,65.0,,,2417,5077,2171,49,4204,1572
2015,MAJKA Rafał,rafal-majka,Tinkoff - Saxo (WT),team/tinkoff-saxo-2015,45,PL,1989-9-12,Zegartowice,1.73,62.0,,,1184,5689,919,40,6358,1922
2015,ROGERS Michael,michael-rogers,Tinkoff - Saxo (WT),team/tinkoff-saxo-2015,46,AU,1979-12-20,Barham,1.85,74.0,,,634,5362,5388,64,1546,746
2015,SAGAN Peter,peter-sagan,Tinkoff - Saxo (WT),team/tinkoff-saxo-2015,47,SK,1990-1-26,Žilina,1.82,78.0,,,9426,1797,1335,5996,2578,8566
2015,TOSATTO Matteo,matteo-tosatto,Tinkoff - Saxo (WT),team/tinkoff-saxo-2015,48,IT,1974-5-14,Castelfranco Veneto,1.81,74.0,,,1847,930,283,228,258,480
2015,VALGREN Michael,michael-valgren-andersen,Tinkoff - Saxo (WT),team/tinkoff-saxo-2015,49,DK,1992-2-7,Østerild,1.79,71.0,,,2927,1193,453,446,1013,1864
2015,QUINTANA Nairo,nairo-quintana,Movistar Team (WT),team/movistar-team-20152,51,CO,1990-2-4,Cómbita,1.67,58.0,,,829,9465,1274,34,7897,1962
2015,ANACONA Winner,winner-anacona,Movistar Team (WT),team/movistar-team-20152,52,CO,1988-8-11,Tunja,1.79,65.0,,,320,895,222,20,766,160
2015,CASTROVIEJO Jonathan,jonathan-castroviejo,Movistar Team (WT),team/movistar-team-20152,53,ES,1987-4-27,Getxo,1.71,62.0,,,263,2091,4574,1,1080,337
2015,DOWSETT Alex,alex-dowsett,Movistar Team (WT),team/movistar-team-20152,54,GB,1988-10-3,Maldon,1.82,75.0,,,98,686,3466,33,48,207
2015,ERVITI Imanol,imanol-erviti,Movistar Team (WT),team/movistar-team-20152,55,ES,1983-11-15,Pamplona,1.9,82.0,,,749,951,437,60,216,328
2015,HERRADA José,jose-herrada,Movistar Team (WT),team/movistar-team-20152,56,ES,1985-10-1,Mota del Cuervo,1.75,65.0,,,580,1114,326,15,728,314
2015,IZAGIRRE Gorka,gorka-izagirre,Movistar Team (WT),team/movistar-team-20152,57,ES,1987-10-7,Ormaiztegi,1.76,66.0,,,1422,2362,764,68,1924,1458
2015,MALORI Adriano,adriano-malori,Movistar Team (WT),team/movistar-team-20152,58,IT,1988-1-28,Parma,1.82,68.0,,,103,676,3195,0,88,119
2015,VALVERDE Alejandro,alejandro-valverde,Movistar Team (WT),team/movistar-team-20152,59,ES,1980-4-25,Murcia,1.77,61.0,,,13381,13732,4946,336,15230,7433
2015,VAN GARDEREN Tejay,tejay-van-garderen,BMC Racing Team (WT),team/bmc-racing-team-2015,61,US,1988-8-12,Tacoma,1.86,72.0,,,147,5164,3409,27,3011,1127
2015,CARUSO Damiano,damiano-caruso,BMC Racing Team (WT),team/bmc-racing-team-2015,62,IT,1987-10-12,Ragusa,1.79,67.0,,,840,4788,1314,70,4552,1697
2015,DENNIS Rohan,rohan-dennis,BMC Racing Team (WT),team/bmc-racing-team-2015,63,AU,1990-5-28,Adelaide,1.82,72.0,,,50,2793,6342,26,962,1256
2015,OSS Daniel,daniel-oss,BMC Racing Team (WT),team/bmc-racing-team-2015,64,IT,1987-1-13,Trento,1.91,75.0,,,1298,735,423,400,246,938
2015,QUINZIATO Manuel,manuel-quinziato,BMC Racing Team (WT),team/bmc-racing-team-2015,65,IT,1979-10-30,Bolzano,1.85,74.0,,,932,1245,1915,175,37,125
2015,SÁNCHEZ Samuel,samuel-sanchez,BMC Racing Team (WT),team/bmc-racing-team-2015,66,ES,1978-2-5,Oviedo,1.75,65.0,,,4437,6959,2533,98,6118,2004
2015,SCHÄR Michael,michael-schar,BMC Racing Team (WT),team/bmc-racing-team-2015,67,CH,1986-9-29,Geuensee,1.98,78.0,,,802,971,154,18,116,180
2015,VAN AVERMAET Greg,greg-van-avermaet,BMC Racing Team (WT),team/bmc-racing-team-2015,68,BE,1985-5-17,Lokeren,1.81,74.0,,,11652,3805,577,1339,3438,6051
2015,WYSS Danilo,danilo-wyss,BMC Racing Team (WT),team/bmc-racing-team-2015,69,CH,1985-8-26,Pompaples,1.76,65.0,,,516,623,36,116,202,580
2015,GALLOPIN Tony,tony-gallopin,Lotto Soudal (WT),team/lotto-soudal-2015,71,FR,1988-5-24, Dourdan,1.81,69.0,,,3129,2384,1086,161,2265,2392
2015,BAK Lars Ytting,lars-ytting-bak,Lotto Soudal (WT),team/lotto-soudal-2015,72,DK,1980-1-16,Silkeborg,1.9,76.0,,,1189,2286,963,83,423,362
2015,DE GENDT Thomas,thomas-de-gendt,Lotto Soudal (WT),team/lotto-soudal-2015,73,BE,1986-11-6, Sint-Niklaas,1.79,73.0,,,248,1307,2235,60,1632,1388
2015,DEBUSSCHERE Jens,jens-debusschere,Lotto Soudal (WT),team/lotto-soudal-2015,74,BE,1989-8-28, Roeselare,1.84,77.0,,,2284,522,65,967,50,328
2015,GREIPEL André,andre-greipel,Lotto Soudal (WT),team/lotto-soudal-2015,75,DE,1982-7-16,Rostock,1.84,80.0,,,4643,1935,529,5032,278,2225
2015,HANSEN Adam,adam-hansen,Lotto Soudal (WT),team/lotto-soudal-2015,76,AU,1981-5-11,Cairns,1.85,72.0,,,308,1228,287,4,376,303
2015,HENDERSON Gregory,gregory-henderson,Lotto Soudal (WT),team/lotto-soudal-2015,77,NZ,1976-9-10,Dunedin,1.87,75.0,,,828,679,719,441,79,197
2015,SIEBERG Marcel,marcel-sieberg,Lotto Soudal (WT),team/lotto-soudal-2015,78,DE,1982-4-30,Castrop-Rauxel,1.98,80.0,,,1561,539,353,78,30,152
2015,WELLENS Tim,tim-wellens,Lotto Soudal (WT),team/lotto-soudal-2015,79,BE,1991-5-10,Sint-Truiden,1.82,71.0,46.0,61.0,4124,4296,1406,347,2405,2854
2015,DEGENKOLB John,john-degenkolb,Team Giant - Alpecin (WT),team/team-giant-alpecin-2015,81,DE,1989-1-7,Gera,1.8,82.0,,,6464,1231,297,3248,315,3315
2015,BARGUIL Warren,warren-barguil,Team Giant - Alpecin (WT),team/team-giant-alpecin-2015,82,FR,1991-10-28,Hennebont,1.83,61.0,,,2731,3000,100,278,3917,1970
2015,CURVERS Roy,roy-curvers,Team Giant - Alpecin (WT),team/team-giant-alpecin-2015,83,NL,1979-12-27,Haelen,1.88,73.0,,,1253,361,0,20,32,54
2015,DE KORT Koen,koen-de-kort,Team Giant - Alpecin (WT),team/team-giant-alpecin-2015,84,NL,1982-9-8,Gouda,1.79,69.0,,,708,1002,403,156,186,308
2015,DUMOULIN Tom,tom-dumoulin,Team Giant - Alpecin (WT),team/team-giant-alpecin-2015,85,NL,1990-11-11,Maastricht,1.85,69.0,,,1147,4404,6256,100,3163,2211
2015,GESCHKE Simon,simon-geschke,Team Giant - Alpecin (WT),team/team-giant-alpecin-2015,86,DE,1986-3-13,Berlin,1.71,64.0,,,1572,1563,668,24,1657,1033
2015,PREIDLER Georg,georg-preidler,Team Giant - Alpecin (WT),team/team-giant-alpecin-2015,87,AT,1990-6-17,Graz,1.9,68.0,,,318,408,401,16,374,579
2015,SINKELDAM Ramon,ramon-sinkeldam,Team Giant - Alpecin (WT),team/team-giant-alpecin-2015,88,NL,1989-2-9,Zaandam,1.93,77.0,,,898,578,72,164,1,90
2015,TIMMER Albert,albert-timmer,Team Giant - Alpecin (WT),team/team-giant-alpecin-2015,89,NL,1985-6-13,Gramsbergen,1.86,77.0,,,165,472,134,33,62,4
2015,RODRÍGUEZ Joaquim,joaquim-rodriguez,Team Katusha  (WT),team/team-katusha-2015,91,ES,1979-5-12,Barcelona,1.69,58.0,,,5300,7630,1382,62,9164,2734
2015,CARUSO Giampaolo,giampaolo-caruso,Team Katusha  (WT),team/team-katusha-2015,92,IT,1980-8-15,Avola,1.73,60.0,,,1483,1618,2,600,1626,358
2015,GUARNIERI Jacopo,jacopo-guarnieri,Team Katusha  (WT),team/team-katusha-2015,93,IT,1987-8-14,Vizzolo Predabissi,1.9,80.0,,,722,371,1,261,20,281
2015,HALLER Marco,marco-haller,Team Katusha  (WT),team/team-katusha-2015,94,AT,1991-4-1,Sankt Veit an der Glan,1.78,72.0,,,1337,671,79,274,88,578
2015,KOZONTCHUK Dmitry,dmitry-kozonchuk,Team Katusha  (WT),team/team-katusha-2015,95,RU,1984-4-5,Voronezh,1.87,75.0,,,107,435,49,0,32,29
2015,KRISTOFF Alexander,alexander-kristoff,Team Katusha  (WT),team/team-katusha-2015,96,NO,1987-7-5,Stavanger,1.83,78.0,61.0,59.0,11319,2254,301,10136,480,5284
2015,LOSADA Alberto,alberto-losada,Team Katusha  (WT),team/team-katusha-2015,97,ES,1982-2-28,Barcelona,1.8,69.0,,,240,1094,226,0,378,236
2015,MACHADO Tiago,tiago-machado,Team Katusha  (WT),team/team-katusha-2015,98,PT,1985-10-18,Vila Nova de Famalicão,1.78,63.0,,,393,3123,1711,20,804,256
2015,PAOLINI Luca,luca-paolini,Team Katusha  (WT),team/team-katusha-2015,99,IT,1977-1-17,Milan,1.74,66.0,,,5778,666,77,673,635,910
2015,GERRANS Simon,simon-gerrans,Orica GreenEDGE (WT),team/orica-greenedge-2015,101,AU,1980-5-16,Melbourne,1.69,62.0,,,4415,2136,383,60,1252,2100
2015,ALBASINI Michael,michael-albasini,Orica GreenEDGE (WT),team/orica-greenedge-2015,102,CH,1980-12-20,Mendrisio,1.72,65.0,,,2986,2065,423,188,1428,2018
2015,DURBRIDGE Luke,luke-durbridge,Orica GreenEDGE (WT),team/orica-greenedge-2015,103,AU,1991-4-9,Greenmount,1.87,78.0,,,878,1306,2371,154,62,364
2015,IMPEY Daryl,daryl-impey,Orica GreenEDGE (WT),team/orica-greenedge-2015,104,ZA,1984-12-6,Johannesburg,1.81,72.0,,,1785,1893,1031,285,1122,2818
2015,MATTHEWS Michael,michael-matthews,Orica GreenEDGE (WT),team/orica-greenedge-2015,105,AU,1990-9-26,Canberra,1.78,72.0,35.0,27.0,7974,867,1678,1434,2279,7616
2015,TUFT Svein,svein-tuft,Orica GreenEDGE (WT),team/orica-greenedge-2015,106,CA,1977-5-9,Langley,1.75,77.0,,,400,1015,2902,0,32,11
2015,WEENING Pieter,pieter-weening,Orica GreenEDGE (WT),team/orica-greenedge-2015,107,NL,1981-4-5,Harkema,1.86,68.0,,,817,2801,405,14,1158,706
2015,YATES Adam,adam-yates,Orica GreenEDGE (WT),team/orica-greenedge-2015,108,GB,1992-8-7,Bury,1.73,58.0,14.0,18.0,2349,7079,1216,64,7222,2004
2015,YATES Simon,simon-yates,Orica GreenEDGE (WT),team/orica-greenedge-2015,109,GB,1992-8-7,Bury,1.72,58.0,30.0,21.0,1188,5805,1215,36,6211,1839
2015,KWIATKOWSKI Michał,michal-kwiatkowski,Etixx - Quick Step (WT),team/etixx-quick-step-2015,111,PL,1990-6-2,Chełmża,1.76,68.0,,,4717,3670,3561,281,3312,3584
2015,CAVENDISH Mark,mark-cavendish,Etixx - Quick Step (WT),team/etixx-quick-step-2015,112,GB,1985-5-21,Douglas,1.75,70.0,,,3067,1502,712,6826,79,2065
2015,GOŁAŚ Michał,michal-golas,Etixx - Quick Step (WT),team/etixx-quick-step-2015,113,PL,1984-4-29,Toruń,1.8,65.0,,,888,625,68,6,172,206
